"consumerID","mode","choice","week","discount","targeting","distance","gender","income"
2,1,0,10,0,0,4.23,0,109.81
2,2,0,10,1,0,5.21,0,109.81
2,3,0,10,0,1,11.87,0,109.81
2,4,1,10,0,0,3.46,0,109.81
2,0,0,10,0,0,0,0,109.81
2,1,0,11,0,1,4.23,0,109.81
2,2,0,11,0,0,5.21,0,109.81
2,3,1,11,0,0,11.87,0,109.81
2,4,0,11,0,1,3.46,0,109.81
2,0,0,11,0,0,0,0,109.81
2,1,0,12,0,0,4.23,0,109.81
2,2,0,12,0,0,5.21,0,109.81
2,3,1,12,0,1,11.87,0,109.81
2,4,0,12,0,0,3.46,0,109.81
2,0,0,12,0,0,0,0,109.81
3,1,0,1,5,0,4.03,0,83.26
3,2,0,1,0,1,5,0,83.26
3,3,1,1,0,0,6.51,0,83.26
3,4,0,1,0,0,3.8,0,83.26
3,0,0,1,0,0,0,0,83.26
3,1,0,2,0,0,4.03,0,83.26
3,2,0,2,0,0,5,0,83.26
3,3,1,2,4,0,6.51,0,83.26
3,4,0,2,0,1,3.8,0,83.26
3,0,0,2,0,0,0,0,83.26
3,1,0,3,0,0,4.03,0,83.26
3,2,0,3,0,0,5,0,83.26
3,3,1,3,0,0,6.51,0,83.26
3,4,0,3,0,0,3.8,0,83.26
3,0,0,3,0,0,0,0,83.26
3,1,0,4,0,0,4.03,0,83.26
3,2,0,4,0,1,5,0,83.26
3,3,1,4,3,0,6.51,0,83.26
3,4,0,4,0,0,3.8,0,83.26
3,0,0,4,0,0,0,0,83.26
3,1,0,5,0,0,4.03,0,83.26
3,2,0,5,0,0,5,0,83.26
3,3,0,5,0,0,6.51,0,83.26
3,4,1,5,0,0,3.8,0,83.26
3,0,0,5,0,0,0,0,83.26
3,1,0,6,0,1,4.03,0,83.26
3,2,0,6,5,1,5,0,83.26
3,3,1,6,0,0,6.51,0,83.26
3,4,0,6,0,0,3.8,0,83.26
3,0,0,6,0,0,0,0,83.26
3,1,0,7,0,0,4.03,0,83.26
3,2,0,7,0,0,5,0,83.26
3,3,1,7,0,0,6.51,0,83.26
3,4,0,7,0,0,3.8,0,83.26
3,0,0,7,0,0,0,0,83.26
3,1,1,8,0,0,4.03,0,83.26
3,2,0,8,0,1,5,0,83.26
3,3,0,8,0,1,6.51,0,83.26
3,4,0,8,2,1,3.8,0,83.26
3,0,0,8,0,0,0,0,83.26
3,1,0,9,0,0,4.03,0,83.26
3,2,0,9,0,0,5,0,83.26
3,3,1,9,0,0,6.51,0,83.26
3,4,0,9,2,0,3.8,0,83.26
3,0,0,9,0,0,0,0,83.26
3,1,0,10,0,1,4.03,0,83.26
3,2,0,10,0,0,5,0,83.26
3,3,1,10,0,0,6.51,0,83.26
3,4,0,10,0,0,3.8,0,83.26
3,0,0,10,0,0,0,0,83.26
3,1,0,11,0,0,4.03,0,83.26
3,2,0,11,0,0,5,0,83.26
3,3,1,11,0,0,6.51,0,83.26
3,4,0,11,0,0,3.8,0,83.26
3,0,0,11,0,0,0,0,83.26
3,1,0,12,0,0,4.03,0,83.26
3,2,0,12,0,0,5,0,83.26
3,3,0,12,0,0,6.51,0,83.26
3,4,1,12,0,0,3.8,0,83.26
3,0,0,12,0,0,0,0,83.26
4,1,1,1,0,1,2.08,0,30.12
4,2,0,1,0,0,3.7,0,30.12
4,3,0,1,0,0,6.94,0,30.12
4,4,0,1,0,1,3.39,0,30.12
4,0,0,1,0,0,0,0,30.12
4,1,0,2,0,0,2.08,0,30.12
4,2,1,2,0,1,3.7,0,30.12
4,3,0,2,4,1,6.94,0,30.12
4,4,0,2,0,0,3.39,0,30.12
4,0,0,2,0,0,0,0,30.12
4,1,0,3,0,1,2.08,0,30.12
4,2,0,3,0,0,3.7,0,30.12
4,3,0,3,0,0,6.94,0,30.12
4,4,0,3,0,0,3.39,0,30.12
4,0,1,3,0,0,0,0,30.12
4,1,0,4,0,0,2.08,0,30.12
4,2,0,4,0,0,3.7,0,30.12
4,3,0,4,0,0,6.94,0,30.12
4,4,0,4,0,1,3.39,0,30.12
4,0,1,4,0,0,0,0,30.12
4,1,0,5,0,0,2.08,0,30.12
4,2,0,5,0,0,3.7,0,30.12
4,3,0,5,0,0,6.94,0,30.12
4,4,0,5,1,0,3.39,0,30.12
4,0,1,5,0,0,0,0,30.12
4,1,1,6,5,0,2.08,0,30.12
4,2,0,6,0,0,3.7,0,30.12
4,3,0,6,0,1,6.94,0,30.12
4,4,0,6,0,1,3.39,0,30.12
4,0,0,6,0,0,0,0,30.12
4,1,0,7,0,0,2.08,0,30.12
4,2,0,7,0,0,3.7,0,30.12
4,3,1,7,0,0,6.94,0,30.12
4,4,0,7,0,0,3.39,0,30.12
4,0,0,7,0,0,0,0,30.12
4,1,0,8,0,0,2.08,0,30.12
4,2,1,8,0,0,3.7,0,30.12
4,3,0,8,0,0,6.94,0,30.12
4,4,0,8,0,0,3.39,0,30.12
4,0,0,8,0,0,0,0,30.12
4,1,1,9,0,0,2.08,0,30.12
4,2,0,9,5,0,3.7,0,30.12
4,3,0,9,0,1,6.94,0,30.12
4,4,0,9,0,0,3.39,0,30.12
4,0,0,9,0,0,0,0,30.12
4,1,0,10,0,1,2.08,0,30.12
4,2,0,10,0,1,3.7,0,30.12
4,3,1,10,0,0,6.94,0,30.12
4,4,0,10,0,0,3.39,0,30.12
4,0,0,10,0,0,0,0,30.12
4,1,0,11,0,0,2.08,0,30.12
4,2,0,11,0,0,3.7,0,30.12
4,3,0,11,0,0,6.94,0,30.12
4,4,0,11,0,0,3.39,0,30.12
4,0,1,11,0,0,0,0,30.12
4,1,0,12,0,1,2.08,0,30.12
4,2,1,12,0,1,3.7,0,30.12
4,3,0,12,0,0,6.94,0,30.12
4,4,0,12,3,0,3.39,0,30.12
4,0,0,12,0,0,0,0,30.12
5,1,0,1,2,0,4,0,69.79
5,2,0,1,0,0,3.38,0,69.79
5,3,1,1,0,0,4.25,0,69.79
5,4,0,1,0,1,2.65,0,69.79
5,0,0,1,0,0,0,0,69.79
5,1,1,2,0,0,4,0,69.79
5,2,0,2,0,1,3.38,0,69.79
5,3,0,2,0,0,4.25,0,69.79
5,4,0,2,0,0,2.65,0,69.79
5,0,0,2,0,0,0,0,69.79
5,1,0,3,0,1,4,0,69.79
5,2,0,3,0,0,3.38,0,69.79
5,3,1,3,0,1,4.25,0,69.79
5,4,0,3,0,1,2.65,0,69.79
5,0,0,3,0,0,0,0,69.79
5,1,0,4,0,0,4,0,69.79
5,2,0,4,0,0,3.38,0,69.79
5,3,1,4,0,0,4.25,0,69.79
5,4,0,4,0,1,2.65,0,69.79
5,0,0,4,0,0,0,0,69.79
5,1,0,5,0,1,4,0,69.79
5,2,0,5,0,0,3.38,0,69.79
5,3,0,5,0,0,4.25,0,69.79
5,4,1,5,0,0,2.65,0,69.79
5,0,0,5,0,0,0,0,69.79
5,1,0,6,0,1,4,0,69.79
5,2,0,6,0,0,3.38,0,69.79
5,3,1,6,0,0,4.25,0,69.79
5,4,0,6,0,1,2.65,0,69.79
5,0,0,6,0,0,0,0,69.79
5,1,1,7,1,0,4,0,69.79
5,2,0,7,5,0,3.38,0,69.79
5,3,0,7,0,0,4.25,0,69.79
5,4,0,7,0,0,2.65,0,69.79
5,0,0,7,0,0,0,0,69.79
5,1,0,8,0,1,4,0,69.79
5,2,0,8,0,1,3.38,0,69.79
5,3,1,8,0,0,4.25,0,69.79
5,4,0,8,0,0,2.65,0,69.79
5,0,0,8,0,0,0,0,69.79
5,1,1,9,0,0,4,0,69.79
5,2,0,9,0,0,3.38,0,69.79
5,3,0,9,0,1,4.25,0,69.79
5,4,0,9,1,0,2.65,0,69.79
5,0,0,9,0,0,0,0,69.79
5,1,0,10,0,0,4,0,69.79
5,2,0,10,0,1,3.38,0,69.79
5,3,1,10,0,0,4.25,0,69.79
5,4,0,10,0,0,2.65,0,69.79
5,0,0,10,0,0,0,0,69.79
5,1,0,11,3,0,4,0,69.79
5,2,0,11,3,1,3.38,0,69.79
5,3,1,11,0,1,4.25,0,69.79
5,4,0,11,0,1,2.65,0,69.79
5,0,0,11,0,0,0,0,69.79
5,1,0,12,0,1,4,0,69.79
5,2,0,12,0,0,3.38,0,69.79
5,3,1,12,0,0,4.25,0,69.79
5,4,0,12,0,0,2.65,0,69.79
5,0,0,12,0,0,0,0,69.79
6,1,0,1,0,0,3.47,1,41.27
6,2,0,1,5,1,0.96,1,41.27
6,3,0,1,0,0,3.39,1,41.27
6,4,0,1,5,1,11.79,1,41.27
6,0,1,1,0,0,0,1,41.27
6,1,0,2,3,1,3.47,1,41.27
6,2,0,2,0,0,0.96,1,41.27
6,3,1,2,0,0,3.39,1,41.27
6,4,0,2,0,0,11.79,1,41.27
6,0,0,2,0,0,0,1,41.27
6,1,0,3,0,0,3.47,1,41.27
6,2,0,3,0,0,0.96,1,41.27
6,3,0,3,0,1,3.39,1,41.27
6,4,0,3,0,0,11.79,1,41.27
6,0,1,3,0,0,0,1,41.27
6,1,1,4,0,1,3.47,1,41.27
6,2,0,4,0,0,0.96,1,41.27
6,3,0,4,0,1,3.39,1,41.27
6,4,0,4,0,0,11.79,1,41.27
6,0,0,4,0,0,0,1,41.27
6,1,0,5,0,1,3.47,1,41.27
6,2,0,5,0,1,0.96,1,41.27
6,3,1,5,0,0,3.39,1,41.27
6,4,0,5,0,1,11.79,1,41.27
6,0,0,5,0,0,0,1,41.27
6,1,0,6,0,1,3.47,1,41.27
6,2,0,6,0,0,0.96,1,41.27
6,3,1,6,0,0,3.39,1,41.27
6,4,0,6,0,0,11.79,1,41.27
6,0,0,6,0,0,0,1,41.27
6,1,0,7,0,0,3.47,1,41.27
6,2,1,7,4,0,0.96,1,41.27
6,3,0,7,0,1,3.39,1,41.27
6,4,0,7,0,1,11.79,1,41.27
6,0,0,7,0,0,0,1,41.27
6,1,0,8,0,0,3.47,1,41.27
6,2,0,8,0,0,0.96,1,41.27
6,3,0,8,0,0,3.39,1,41.27
6,4,0,8,0,0,11.79,1,41.27
6,0,1,8,0,0,0,1,41.27
6,1,0,9,0,0,3.47,1,41.27
6,2,1,9,0,0,0.96,1,41.27
6,3,0,9,0,0,3.39,1,41.27
6,4,0,9,5,0,11.79,1,41.27
6,0,0,9,0,0,0,1,41.27
6,1,0,10,0,0,3.47,1,41.27
6,2,0,10,0,0,0.96,1,41.27
6,3,1,10,0,1,3.39,1,41.27
6,4,0,10,0,1,11.79,1,41.27
6,0,0,10,0,0,0,1,41.27
6,1,0,11,0,0,3.47,1,41.27
6,2,0,11,0,0,0.96,1,41.27
6,3,1,11,0,1,3.39,1,41.27
6,4,0,11,0,1,11.79,1,41.27
6,0,0,11,0,0,0,1,41.27
6,1,0,12,0,1,3.47,1,41.27
6,2,0,12,0,0,0.96,1,41.27
6,3,1,12,0,1,3.39,1,41.27
6,4,0,12,0,0,11.79,1,41.27
6,0,0,12,0,0,0,1,41.27
7,1,0,1,0,0,3.9,1,93.29
7,2,0,1,0,0,3.57,1,93.29
7,3,1,1,0,0,1.33,1,93.29
7,4,0,1,0,0,9.54,1,93.29
7,0,0,1,0,0,0,1,93.29
7,1,0,2,3,1,3.9,1,93.29
7,2,0,2,2,1,3.57,1,93.29
7,3,1,2,1,0,1.33,1,93.29
7,4,0,2,0,0,9.54,1,93.29
7,0,0,2,0,0,0,1,93.29
7,1,0,3,0,1,3.9,1,93.29
7,2,0,3,0,0,3.57,1,93.29
7,3,1,3,0,0,1.33,1,93.29
7,4,0,3,0,0,9.54,1,93.29
7,0,0,3,0,0,0,1,93.29
7,1,0,4,0,0,3.9,1,93.29
7,2,0,4,0,0,3.57,1,93.29
7,3,1,4,0,1,1.33,1,93.29
7,4,0,4,0,0,9.54,1,93.29
7,0,0,4,0,0,0,1,93.29
7,1,0,5,0,0,3.9,1,93.29
7,2,0,5,0,1,3.57,1,93.29
7,3,1,5,0,1,1.33,1,93.29
7,4,0,5,0,0,9.54,1,93.29
7,0,0,5,0,0,0,1,93.29
7,1,0,6,0,0,3.9,1,93.29
7,2,0,6,0,0,3.57,1,93.29
7,3,1,6,1,1,1.33,1,93.29
7,4,0,6,0,0,9.54,1,93.29
7,0,0,6,0,0,0,1,93.29
7,1,0,7,0,0,3.9,1,93.29
7,2,0,7,0,0,3.57,1,93.29
7,3,1,7,0,1,1.33,1,93.29
7,4,0,7,0,1,9.54,1,93.29
7,0,0,7,0,0,0,1,93.29
7,1,0,8,0,0,3.9,1,93.29
7,2,0,8,0,0,3.57,1,93.29
7,3,1,8,0,1,1.33,1,93.29
7,4,0,8,0,1,9.54,1,93.29
7,0,0,8,0,0,0,1,93.29
7,1,0,9,0,1,3.9,1,93.29
7,2,0,9,0,0,3.57,1,93.29
7,3,1,9,0,0,1.33,1,93.29
7,4,0,9,0,0,9.54,1,93.29
7,0,0,9,0,0,0,1,93.29
7,1,0,10,0,0,3.9,1,93.29
7,2,0,10,0,0,3.57,1,93.29
7,3,1,10,0,0,1.33,1,93.29
7,4,0,10,0,1,9.54,1,93.29
7,0,0,10,0,0,0,1,93.29
7,1,0,11,0,0,3.9,1,93.29
7,2,0,11,0,0,3.57,1,93.29
7,3,1,11,0,1,1.33,1,93.29
7,4,0,11,0,1,9.54,1,93.29
7,0,0,11,0,0,0,1,93.29
7,1,0,12,0,0,3.9,1,93.29
7,2,1,12,3,0,3.57,1,93.29
7,3,0,12,0,1,1.33,1,93.29
7,4,0,12,0,0,9.54,1,93.29
7,0,0,12,0,0,0,1,93.29
8,1,0,1,0,1,6.97,0,34.15
8,2,0,1,0,0,5.77,0,34.15
8,3,1,1,0,0,3.58,0,34.15
8,4,0,1,0,0,5.45,0,34.15
8,0,0,1,0,0,0,0,34.15
8,1,0,2,0,0,6.97,0,34.15
8,2,0,2,0,0,5.77,0,34.15
8,3,1,2,0,0,3.58,0,34.15
8,4,0,2,0,0,5.45,0,34.15
8,0,0,2,0,0,0,0,34.15
8,1,0,3,0,0,6.97,0,34.15
8,2,0,3,0,1,5.77,0,34.15
8,3,0,3,0,0,3.58,0,34.15
8,4,0,3,0,0,5.45,0,34.15
8,0,1,3,0,0,0,0,34.15
8,1,1,4,0,1,6.97,0,34.15
8,2,0,4,0,0,5.77,0,34.15
8,3,0,4,0,0,3.58,0,34.15
8,4,0,4,0,1,5.45,0,34.15
8,0,0,4,0,0,0,0,34.15
8,1,0,5,0,0,6.97,0,34.15
8,2,0,5,0,1,5.77,0,34.15
8,3,0,5,0,0,3.58,0,34.15
8,4,0,5,0,0,5.45,0,34.15
8,0,1,5,0,0,0,0,34.15
8,1,0,6,0,0,6.97,0,34.15
8,2,0,6,0,1,5.77,0,34.15
8,3,0,6,0,0,3.58,0,34.15
8,4,0,6,0,0,5.45,0,34.15
8,0,1,6,0,0,0,0,34.15
8,1,0,7,0,0,6.97,0,34.15
8,2,0,7,0,0,5.77,0,34.15
8,3,0,7,0,1,3.58,0,34.15
8,4,0,7,0,0,5.45,0,34.15
8,0,1,7,0,0,0,0,34.15
8,1,0,8,0,1,6.97,0,34.15
8,2,0,8,0,1,5.77,0,34.15
8,3,0,8,0,1,3.58,0,34.15
8,4,0,8,0,1,5.45,0,34.15
8,0,1,8,0,0,0,0,34.15
8,1,0,9,0,0,6.97,0,34.15
8,2,0,9,0,0,5.77,0,34.15
8,3,1,9,0,0,3.58,0,34.15
8,4,0,9,0,0,5.45,0,34.15
8,0,0,9,0,0,0,0,34.15
8,1,0,10,0,0,6.97,0,34.15
8,2,0,10,0,0,5.77,0,34.15
8,3,1,10,0,0,3.58,0,34.15
8,4,0,10,0,0,5.45,0,34.15
8,0,0,10,0,0,0,0,34.15
8,1,0,11,0,1,6.97,0,34.15
8,2,0,11,0,0,5.77,0,34.15
8,3,1,11,0,0,3.58,0,34.15
8,4,0,11,0,0,5.45,0,34.15
8,0,0,11,0,0,0,0,34.15
8,1,0,12,0,1,6.97,0,34.15
8,2,0,12,0,0,5.77,0,34.15
8,3,0,12,0,1,3.58,0,34.15
8,4,0,12,0,0,5.45,0,34.15
8,0,1,12,0,0,0,0,34.15
9,1,0,1,0,0,5.66,1,59.37
9,2,0,1,0,0,5.66,1,59.37
9,3,1,1,0,1,2.31,1,59.37
9,4,0,1,0,1,2.43,1,59.37
9,0,0,1,0,0,0,1,59.37
9,1,0,2,0,0,5.66,1,59.37
9,2,0,2,3,0,5.66,1,59.37
9,3,1,2,0,0,2.31,1,59.37
9,4,0,2,0,0,2.43,1,59.37
9,0,0,2,0,0,0,1,59.37
9,1,1,3,0,0,5.66,1,59.37
9,2,0,3,0,0,5.66,1,59.37
9,3,0,3,1,0,2.31,1,59.37
9,4,0,3,0,0,2.43,1,59.37
9,0,0,3,0,0,0,1,59.37
9,1,0,4,0,1,5.66,1,59.37
9,2,0,4,0,1,5.66,1,59.37
9,3,1,4,0,0,2.31,1,59.37
9,4,0,4,0,0,2.43,1,59.37
9,0,0,4,0,0,0,1,59.37
9,1,0,5,0,0,5.66,1,59.37
9,2,0,5,0,0,5.66,1,59.37
9,3,1,5,0,0,2.31,1,59.37
9,4,0,5,0,0,2.43,1,59.37
9,0,0,5,0,0,0,1,59.37
9,1,1,6,0,0,5.66,1,59.37
9,2,0,6,0,1,5.66,1,59.37
9,3,0,6,0,0,2.31,1,59.37
9,4,0,6,0,1,2.43,1,59.37
9,0,0,6,0,0,0,1,59.37
9,1,0,7,0,1,5.66,1,59.37
9,2,0,7,0,1,5.66,1,59.37
9,3,1,7,0,1,2.31,1,59.37
9,4,0,7,0,0,2.43,1,59.37
9,0,0,7,0,0,0,1,59.37
9,1,0,8,0,0,5.66,1,59.37
9,2,0,8,0,0,5.66,1,59.37
9,3,1,8,0,0,2.31,1,59.37
9,4,0,8,1,0,2.43,1,59.37
9,0,0,8,0,0,0,1,59.37
9,1,0,9,4,0,5.66,1,59.37
9,2,0,9,0,0,5.66,1,59.37
9,3,1,9,0,0,2.31,1,59.37
9,4,0,9,0,0,2.43,1,59.37
9,0,0,9,0,0,0,1,59.37
9,1,0,10,0,0,5.66,1,59.37
9,2,0,10,0,0,5.66,1,59.37
9,3,1,10,0,0,2.31,1,59.37
9,4,0,10,0,0,2.43,1,59.37
9,0,0,10,0,0,0,1,59.37
9,1,0,11,0,0,5.66,1,59.37
9,2,0,11,0,0,5.66,1,59.37
9,3,1,11,3,0,2.31,1,59.37
9,4,0,11,0,0,2.43,1,59.37
9,0,0,11,0,0,0,1,59.37
9,1,0,12,0,1,5.66,1,59.37
9,2,0,12,0,1,5.66,1,59.37
9,3,1,12,0,1,2.31,1,59.37
9,4,0,12,0,0,2.43,1,59.37
9,0,0,12,0,0,0,1,59.37
10,1,0,1,0,0,4.49,1,54.12
10,2,0,1,0,0,4.25,1,54.12
10,3,1,1,0,0,5.69,1,54.12
10,4,0,1,0,0,2.02,1,54.12
10,0,0,1,0,0,0,1,54.12
10,1,0,2,0,0,4.49,1,54.12
10,2,0,2,0,0,4.25,1,54.12
10,3,1,2,0,0,5.69,1,54.12
10,4,0,2,0,0,2.02,1,54.12
10,0,0,2,0,0,0,1,54.12
10,1,0,3,0,0,4.49,1,54.12
10,2,0,3,0,0,4.25,1,54.12
10,3,1,3,0,1,5.69,1,54.12
10,4,0,3,0,0,2.02,1,54.12
10,0,0,3,0,0,0,1,54.12
10,1,0,4,0,0,4.49,1,54.12
10,2,0,4,0,1,4.25,1,54.12
10,3,1,4,0,0,5.69,1,54.12
10,4,0,4,0,1,2.02,1,54.12
10,0,0,4,0,0,0,1,54.12
10,1,0,5,0,0,4.49,1,54.12
10,2,0,5,0,1,4.25,1,54.12
10,3,1,5,0,1,5.69,1,54.12
10,4,0,5,0,0,2.02,1,54.12
10,0,0,5,0,0,0,1,54.12
10,1,0,6,0,1,4.49,1,54.12
10,2,0,6,1,1,4.25,1,54.12
10,3,0,6,0,0,5.69,1,54.12
10,4,1,6,0,0,2.02,1,54.12
10,0,0,6,0,0,0,1,54.12
10,1,1,7,0,0,4.49,1,54.12
10,2,0,7,0,0,4.25,1,54.12
10,3,0,7,0,1,5.69,1,54.12
10,4,0,7,0,0,2.02,1,54.12
10,0,0,7,0,0,0,1,54.12
10,1,0,8,0,1,4.49,1,54.12
10,2,0,8,0,0,4.25,1,54.12
10,3,1,8,0,1,5.69,1,54.12
10,4,0,8,0,0,2.02,1,54.12
10,0,0,8,0,0,0,1,54.12
10,1,0,9,0,1,4.49,1,54.12
10,2,0,9,0,1,4.25,1,54.12
10,3,1,9,0,0,5.69,1,54.12
10,4,0,9,0,0,2.02,1,54.12
10,0,0,9,0,0,0,1,54.12
10,1,0,10,0,0,4.49,1,54.12
10,2,0,10,0,1,4.25,1,54.12
10,3,0,10,0,0,5.69,1,54.12
10,4,1,10,0,0,2.02,1,54.12
10,0,0,10,0,0,0,1,54.12
10,1,0,11,0,0,4.49,1,54.12
10,2,0,11,0,0,4.25,1,54.12
10,3,1,11,1,0,5.69,1,54.12
10,4,0,11,0,0,2.02,1,54.12
10,0,0,11,0,0,0,1,54.12
10,1,0,12,0,1,4.49,1,54.12
10,2,0,12,0,1,4.25,1,54.12
10,3,0,12,0,0,5.69,1,54.12
10,4,1,12,0,0,2.02,1,54.12
10,0,0,12,0,0,0,1,54.12
11,1,0,1,0,0,2.07,0,50.55
11,2,0,1,0,1,0.47,0,50.55
11,3,0,1,0,1,4.23,0,50.55
11,4,1,1,0,1,4.99,0,50.55
11,0,0,1,0,0,0,0,50.55
11,1,0,2,0,0,2.07,0,50.55
11,2,0,2,0,0,0.47,0,50.55
11,3,1,2,3,0,4.23,0,50.55
11,4,0,2,0,0,4.99,0,50.55
11,0,0,2,0,0,0,0,50.55
11,1,0,3,0,0,2.07,0,50.55
11,2,0,3,0,0,0.47,0,50.55
11,3,1,3,0,0,4.23,0,50.55
11,4,0,3,0,1,4.99,0,50.55
11,0,0,3,0,0,0,0,50.55
11,1,0,4,0,1,2.07,0,50.55
11,2,0,4,0,1,0.47,0,50.55
11,3,0,4,0,0,4.23,0,50.55
11,4,0,4,0,1,4.99,0,50.55
11,0,1,4,0,0,0,0,50.55
11,1,1,5,0,0,2.07,0,50.55
11,2,0,5,0,0,0.47,0,50.55
11,3,0,5,4,0,4.23,0,50.55
11,4,0,5,0,0,4.99,0,50.55
11,0,0,5,0,0,0,0,50.55
11,1,1,6,0,0,2.07,0,50.55
11,2,0,6,0,0,0.47,0,50.55
11,3,0,6,0,0,4.23,0,50.55
11,4,0,6,0,0,4.99,0,50.55
11,0,0,6,0,0,0,0,50.55
11,1,0,7,0,1,2.07,0,50.55
11,2,1,7,0,1,0.47,0,50.55
11,3,0,7,3,1,4.23,0,50.55
11,4,0,7,0,0,4.99,0,50.55
11,0,0,7,0,0,0,0,50.55
11,1,0,8,0,0,2.07,0,50.55
11,2,0,8,0,0,0.47,0,50.55
11,3,1,8,0,0,4.23,0,50.55
11,4,0,8,0,0,4.99,0,50.55
11,0,0,8,0,0,0,0,50.55
11,1,0,9,0,0,2.07,0,50.55
11,2,0,9,3,1,0.47,0,50.55
11,3,1,9,3,0,4.23,0,50.55
11,4,0,9,0,0,4.99,0,50.55
11,0,0,9,0,0,0,0,50.55
11,1,0,10,0,1,2.07,0,50.55
11,2,0,10,0,0,0.47,0,50.55
11,3,0,10,0,0,4.23,0,50.55
